"SCIENTIFIC_NAME","TAXON_ORDER","CATEGORY","SPECIES_CODE","PRIMARY_COM_NAME","ORDER","FAMILY","REPORT_AS","HebName"
"Zosterops aldabrensis",25482,"species","aldwhe1","Aldabra White-eye","Passeriformes","Zosteropidae",NA,"Aldabra White-eye"
"Alectoris sp.",1755,"spuh","alecto1","Alectoris sp.","Galliformes","Phasianidae",NA,"Alectoris sp."
"Asio abyssinicus",9158,"species","aleowl1","Abyssinian Owl","Strigiformes","Strigidae",NA,"Abyssinian Owl"
"Polytelis alexandrae",12146,"species","alepar1","Princess Parrot","Psittaciformes","Psittaculidae",NA,"Princess Parrot"
"Psittacula eupatria",12225,"species","alepar2","Alexandrine Parakeet","Psittaciformes","Psittaculidae",NA,"דררה אלכסנדרית (פליטת שבי)"
"Apus alexandri",4038,"species","aleswi1","Cape Verde Swift","Apodiformes","Apodidae",NA,"סיס כף ורדה"
"Onychoprion aleuticus",6591,"species","aleter1","Aleutian Tern","Charadriiformes","Laridae",NA,"שחפית אלאוטית"
"Hylopezus whittakeri",14165,"species","alfant1","Alta Floresta Antpitta","Passeriformes","Grallariidae",NA,"Alta Floresta Antpitta"
"Philydor novaesi",14987,"species","alfgle1","Alagoas Foliage-gleaner","Passeriformes","Furnariidae",NA,"Alagoas Foliage-gleaner"
"Sitta ledanti",26686,"species","algnut1","Algerian Nuthatch","Passeriformes","Sittidae",NA,"סיטה אלג'יראית"
"Percnostola arenarum",13860,"species","allant1","Allpahuayo Antbird","Passeriformes","Thamnophilidae",NA,"Allpahuayo Antbird"
"Porphyrio alleni",5457,"species","allgal1","Allen's Gallinule","Gruiformes","Rallidae",NA,"פורפיריה אפריקנית"
"Selasphorus sasin",4774,"species","allhum","Allen's Hummingbird","Apodiformes","Trochilidae",NA,"Allen's Hummingbird"
"Myzomela prawiradilagae",17796,"species","alomyz1","Alor Myzomela","Passeriformes","Meliphagidae",NA,"Alor Myzomela"
"Prunella collaris",31206,"species","alpacc1","Alpine Accentor","Passeriformes","Prunellidae",NA,"סתרי צוקים"
"Phylloscopus affinis occisinensis",24596,"issf","alplew1","Tickell's Leaf Warbler (Alpine)","Passeriformes","Phylloscopidae","y00989","Tickell's Leaf Warbler (Alpine)"
"Lonchura monticola",30872,"species","alpmun1","Alpine Munia","Passeriformes","Estrildidae",NA,"Alpine Munia"
"Anthus gutturalis",31571,"species","alppip1","Alpine Pipit","Passeriformes","Motacillidae",NA,"Alpine Pipit"
"Petroica bivittata",21518,"species","alprob1","Subalpine Robin","Passeriformes","Petroicidae",NA,"Subalpine Robin"
"Tachymarptis melba",4022,"species","alpswi1","Alpine Swift","Apodiformes","Apodidae",NA,"סיס הרים"
"Scytalopus alvarezlopezi",14306,"species","alptap1","Tatama Tapaculo","Passeriformes","Rhinocryptidae",NA,"Tatama Tapaculo"
"Zoothera mollissima",27955,"species","alpthr1","Alpine Thrush","Passeriformes","Turdidae",NA,"Alpine Thrush"
"Phoenicurus alaschanicus",29337,"species","alsred1","Ala Shan Redstart","Passeriformes","Muscicapidae",NA,"Ala Shan Redstart"
"Icterus gularis",33476,"species","altori","Altamira Oriole","Passeriformes","Icteridae",NA,"Altamira Oriole"
"Tetraogallus altaicus",1660,"species","altsno1","Altai Snowcock","Galliformes","Phasianidae",NA,"תרנגול שלג אלטאי"
"Geothlypis flavovelata",33748,"species","altyel1","Altamira Yellowthroat","Passeriformes","Parulidae",NA,"Altamira Yellowthroat"
"Myrmothera berlepschi",14171,"species","amaant1","Amazonian Antpitta","Passeriformes","Grallariidae",NA,"Amazonian Antpitta"
"Thamnophilus amazonicus",13473,"species","amaant2","Amazonian Antshrike","Passeriformes","Thamnophilidae",NA,"Amazonian Antshrike"
"Dendrocolaptes certhia",14561,"species","amabaw1","Amazonian Barred-Woodcreeper","Passeriformes","Furnariidae",NA,"Amazonian Barred-Woodcreeper"
"Dendrocolaptes certhia radiolatus",14562,"issf","amabaw2","Amazonian Barred-Woodcreeper (Napo)","Passeriformes","Furnariidae","amabaw1","Amazonian Barred-Woodcreeper (Napo)"
"Dendrocolaptes certhia certhia",14563,"issf","amabaw3","Amazonian Barred-Woodcreeper (Amazonian)","Passeriformes","Furnariidae","amabaw1","Amazonian Barred-Woodcreeper (Amazonian)"
"Dendrocolaptes certhia juruanus/polyzonus",14564,"issf","amabaw4","Amazonian Barred-Woodcreeper (Jurua)","Passeriformes","Furnariidae","amabaw1","Amazonian Barred-Woodcreeper (Jurua)"
"Dendrocolaptes certhia concolor",14567,"issf","amabaw5","Amazonian Barred-Woodcreeper (Plain-colored)","Passeriformes","Furnariidae","amabaw1","Amazonian Barred-Woodcreeper (Plain-colored)"
"Dendrocolaptes certhia ridgwayi",14568,"issf","amabaw6","Amazonian Barred-Woodcreeper (Ridgway's)","Passeriformes","Furnariidae","amabaw1","Amazonian Barred-Woodcreeper (Ridgway's)"
"Dendrocolaptes certhia medius",14570,"issf","amabaw7","Amazonian Barred-Woodcreeper (Todd's)","Passeriformes","Furnariidae","amabaw1","Amazonian Barred-Woodcreeper (Todd's)"
"Amazilis amazilia",5065,"species","amahum1","Amazilia Hummingbird","Apodiformes","Trochilidae",NA,"Amazilia Hummingbird"
"Amazilis amazilia [dumerilii Group]",5066,"issf","amahum2","Amazilia Hummingbird (White-throated)","Apodiformes","Trochilidae","amahum1","Amazilia Hummingbird (White-throated)"
"Amazilis amazilia amazilia",5071,"issf","amahum4","Amazilia Hummingbird (Green-throated)","Apodiformes","Trochilidae","amahum1","Amazilia Hummingbird (Green-throated)"
"Amazilis amazilia caeruleigularis",5072,"issf","amahum5","Amazilia Hummingbird (Blue-throated)","Apodiformes","Trochilidae","amahum1","Amazilia Hummingbird (Blue-throated)"
"Chloroceryle amazona",10208,"species","amakin1","Amazon Kingfisher","Coraciiformes","Alcedinidae",NA,"Amazon Kingfisher"
"Nannopsittaca dachilleae",12700,"species","amapar1","Amazonian Parrotlet","Psittaciformes","Psittacidae",NA,"Amazonian Parrotlet"
"Glaucidium hardyi",8933,"species","amapyo1","Amazonian Pygmy-Owl","Strigiformes","Strigidae",NA,"Amazonian Pygmy-Owl"
"Synallaxis [undescribed Amazonian form]",15437,"form","amaspi1","Amazonian Spinetail (undescribed form)","Passeriformes","Furnariidae",NA,"Amazonian Spinetail (undescribed form)"
"Myrmotherula multostriata",13597,"species","amasta1","Amazonian Streaked-Antwren","Passeriformes","Thamnophilidae",NA,"Amazonian Streaked-Antwren"
"Hedydipna pallidigaster",29935,"species","amasun2","Amani Sunbird","Passeriformes","Nectariniidae",NA,"Amani Sunbird"
"Inezia subflava",16671,"species","amatyr1","Amazonian Tyrannulet","Passeriformes","Tyrannidae",NA,"Amazonian Tyrannulet"
"Myadestes woahensis",27948,"species","amaui","Amaui","Passeriformes","Turdidae",NA,"Amaui"
"Cephalopterus ornatus",15755,"species","amaumb1","Amazonian Umbrellabird","Passeriformes","Cotingidae",NA,"Amazonian Umbrellabird"
"Scolopax mira",6006,"species","amawoo1","Amami Woodcock","Charadriiformes","Scolopacidae",NA,"Amami Woodcock"
"Amazona sp.",12859,"spuh","amazon","amazon sp.","Psittaciformes","Psittacidae",NA,"amazon sp."
"Anas rubripes",550,"species","ambduc","American Black Duck","Anseriformes","Anatidae",NA,"ברווז שחור אמריקני"
"Knipolegus poecilocercus",16893,"species","ambtyr1","Amazonian Black-Tyrant","Passeriformes","Tyrannidae",NA,"Amazonian Black-Tyrant"
"Zosterops kuehni",25606,"species","ambwhe1","Ambon White-eye","Passeriformes","Zosteropidae",NA,"Ambon White-eye"
"Recurvirostra americana",5723,"species","ameavo","American Avocet","Charadriiformes","Recurvirostridae",NA,"American Avocet"
"Botaurus lentiginosus",7473,"species","amebit","American Bittern","Pelecaniformes","Ardeidae",NA,"אנפה משורטטת אמריקנית"
"Phapitreron amethystinus amethystinus/imeldae",2436,"issf","amebrd1","Amethyst Brown-Dove (Amethyst)","Columbiformes","Columbidae","amedov1","Amethyst Brown-Dove (Amethyst)"
"Phapitreron amethystinus maculipectus",2439,"issf","amebrd2","Amethyst Brown-Dove (Gray-breasted)","Columbiformes","Columbidae","amedov1","Amethyst Brown-Dove (Gray-breasted)"
"Phapitreron amethystinus frontalis",2440,"issf","amebrd3","Amethyst Brown-Dove (Cebu)","Columbiformes","Columbidae","amedov1","Amethyst Brown-Dove (Cebu)"
"Fulica americana (Red-shielded)",5446,"form","amecoo","American Coot (Red-shielded)","Gruiformes","Rallidae","y00475","American Coot (Red-shielded)"
"Corvus brachyrhynchos",21333,"species","amecro","American Crow","Passeriformes","Corvidae",NA,"American Crow"
"Cinclus mexicanus",27427,"species","amedip","American Dipper","Passeriformes","Cinclidae",NA,"אמודאי אמריקני"
"Cinclus mexicanus [mexicanus Group]",27428,"issf","amedip1","American Dipper (Northern)","Passeriformes","Cinclidae","amedip","American Dipper (Northern)"
"Cinclus mexicanus ardesiacus",27432,"issf","amedip2","American Dipper (Costa Rican)","Passeriformes","Cinclidae","amedip","American Dipper (Costa Rican)"
"Phapitreron amethystinus",2435,"species","amedov1","Amethyst Brown-Dove","Columbiformes","Columbidae",NA,"Amethyst Brown-Dove"
"Spinus tristis",32338,"species","amegfi","American Goldfinch","Passeriformes","Fringillidae",NA,"American Goldfinch"
"Falco sparverius",11913,"species","amekes","American Kestrel","Falconiformes","Falconidae",NA,"בז אמריקני"
"Falco sparverius [sparverius Group]",11914,"issf","amekes1","American Kestrel (Northern)","Falconiformes","Falconidae","amekes","American Kestrel (Northern)"
"Falco sparverius [cinnamominus Group]",11923,"issf","amekes2","American Kestrel (South American)","Falconiformes","Falconidae","amekes","American Kestrel (South American)"
"Falco sparverius caribaearum",11920,"issf","amekes3","American Kestrel (Eastern Caribbean)","Falconiformes","Falconidae","amekes","American Kestrel (Eastern Caribbean)"
"Falco sparverius dominicensis",11921,"issf","amekes4","American Kestrel (Hispaniolan)","Falconiformes","Falconidae","amekes","American Kestrel (Hispaniolan)"
"Falco sparverius sparverioides",11922,"issf","amekes5","American Kestrel (Cuban)","Falconiformes","Falconidae","amekes","American Kestrel (Cuban)"
"Falco sparverius fernandensis",11932,"issf","amekes6","American Kestrel (Juan Fernandez)","Falconiformes","Falconidae","amekes","American Kestrel (Juan Fernandez)"
"Falco sparverius paulus",11919,"issf","amekes7","American Kestrel (Southeastern)","Falconiformes","Falconidae","amekes","American Kestrel (Southeastern)"
"Haematopus palliatus",5742,"species","ameoys","American Oystercatcher","Charadriiformes","Haematopodidae",NA,"שלצדף אמריקני"
"Anthus rubescens",31605,"species","amepip","American Pipit","Passeriformes","Motacillidae",NA,"פפיון אמריקני"
"Setophaga ruticilla",33779,"species","amered","American Redstart","Passeriformes","Parulidae",NA,"סבכון חכלילי"
"Turdus migratorius",28313,"species","amerob","American Robin","Passeriformes","Turdidae",NA,"קיכלי נודד"
"Turdus migratorius [migratorius Group]",28315,"issf","amerob1","American Robin (migratorius Group)","Passeriformes","Turdidae","amerob","American Robin (migratorius Group)"
"Turdus migratorius confinis",28321,"issf","amerob2","American Robin (San Lucas)","Passeriformes","Turdidae","amerob","American Robin (San Lucas)"
"Turdus migratorius nigrideus",28314,"issf","amerob3","American Robin (nigrideus)","Passeriformes","Turdidae","amerob","American Robin (nigrideus)"
"Chalcomitra amethystina",29989,"species","amesun2","Amethyst Sunbird","Passeriformes","Nectariniidae",NA,"Amethyst Sunbird"
"Mareca americana",497,"species","amewig","American Wigeon","Anseriformes","Anatidae",NA,"ברווז אמריקני"
"Scolopax minor",6004,"species","amewoo","American Woodcock","Charadriiformes","Scolopacidae",NA,"American Woodcock"
"Calliphlox amethystina",4714,"species","amewoo1","Amethyst Woodstar","Apodiformes","Trochilidae",NA,"Amethyst Woodstar"
"Pluvialis dominica",5758,"species","amgplo","American Golden-Plover","Charadriiformes","Charadriidae",NA,"חופזי אמריקני"
"Larus smithsonianus",6472,"species","amhgul1","American Herring Gull","Charadriiformes","Laridae",NA,"שחף מערבי"
"Ammomanes sp.",22179,"spuh","ammoma1","Ammomanes sp.","Passeriformes","Alaudidae",NA,"עפרוני מדבר / חכלילי"
"Ammospiza sp.",32961,"spuh","ammosp1","Ammospiza sp.","Passeriformes","Passerellidae",NA,"Ammospiza sp."
"Monticola erythronotus",29377,"species","ammrot1","Amber Mountain Rock-Thrush","Passeriformes","Muscicapidae",NA,"Amber Mountain Rock-Thrush"
"Chloroceryle aenea",10209,"species","ampkin1","American Pygmy Kingfisher","Coraciiformes","Alcedinidae",NA,"American Pygmy Kingfisher"
"Scytalopus whitneyi",14275,"species","amptap1","Ampay Tapaculo","Passeriformes","Rhinocryptidae",NA,"Ampay Tapaculo"
"Mareca marecula",506,"species","amsduc1","Amsterdam Duck","Anseriformes","Anatidae",NA,"Amsterdam Duck"
"Sublegatus obscurior",16857,"species","amsfly1","Amazonian Scrub-Flycatcher","Passeriformes","Tyrannidae",NA,"Amazonian Scrub-Flycatcher"
"Lampornis amethystinus",4690,"species","amthum1","Amethyst-throated Mountain-gem","Apodiformes","Trochilidae",NA,"Amethyst-throated Mountain-gem"
"Lampornis amethystinus [amethystinus Group]",4691,"issf","amthum2","Amethyst-throated Mountain-gem (Amethyst-throated)","Apodiformes","Trochilidae","amthum1","Amethyst-throated Mountain-gem (Amethyst-throated)"
"Lampornis amethystinus margaritae",4696,"issf","amthum3","Amethyst-throated Mountain-gem (Violet-throated)","Apodiformes","Trochilidae","amthum1","Amethyst-throated Mountain-gem (Violet-throated)"
"Spizelloides arborea",32813,"species","amtspa","American Tree Sparrow","Passeriformes","Passerellidae",NA,"American Tree Sparrow"
"Heliangelus clarisse",4349,"species","amtsun2","Longuemare's Sunangel","Apodiformes","Trochilidae",NA,"Longuemare's Sunangel"
"Heliangelus amethysticollis",4353,"species","amtsun3","Amethyst-throated Sunangel","Apodiformes","Trochilidae",NA,"Amethyst-throated Sunangel"
"Heliangelus spencei",4352,"species","amtsun4","Merida Sunangel","Apodiformes","Trochilidae",NA,"Merida Sunangel"
"Falco amurensis",11943,"species","amufal1","Amur Falcon","Falconiformes","Falconidae",NA,"בז אמור"
"Terpsiphone incei",20498,"species","amupaf1","Amur Paradise-Flycatcher","Passeriformes","Monarchidae",NA,"Amur Paradise-Flycatcher"
"Pelecanus erythrorhynchos",7696,"species","amwpel","American White Pelican","Pelecaniformes","Pelecanidae",NA,"שקנאי אמריקני"
"Anabacerthia sp.",15007,"spuh","anabac1","Anabacerthia sp.","Passeriformes","Furnariidae",NA,"Anabacerthia sp."
"Anairetes sp.",16446,"spuh","anaire1","Anairetes sp.","Passeriformes","Tyrannidae",NA,"Anairetes sp."
"Anarhynchus sp.",5901,"spuh","anarhy1","Anarhynchus sp.","Charadriiformes","Charadriidae",NA,"Anarhynchus sp."
"Anas sp.",628,"spuh","anas1","Anas sp.","Anseriformes","Anatidae",NA,"ברווז Anas בלתי-מזוהה"
"Estrilda poliopareia",31017,"species","anawax1","Anambra Waxbill","Passeriformes","Estrildidae",NA,"Anambra Waxbill"
"Pogonotriccus lanyoni",16089,"species","anbtyr1","Antioquia Bristle-Tyrant","Passeriformes","Tyrannidae",NA,"Antioquia Bristle-Tyrant"
"Nesillas typica longicaudata",23389,"issf","anbwar1","Malagasy Brush-Warbler (Anjouan)","Passeriformes","Acrocephalidae","malbrw1","Malagasy Brush-Warbler (Anjouan)"
"Herpsilochmus gentryi",13668,"species","ancant1","Ancient Antwren","Passeriformes","Thamnophilidae",NA,"Ancient Antwren"
"Stactolaema anchietae",10473,"species","ancbar1","Anchieta's Barbet","Piciformes","Lybiidae",NA,"Anchieta's Barbet"
"Xenocopsychus ansorgei",28979,"species","anccha1","Angola Cave-Chat","Passeriformes","Muscicapidae",NA,"Angola Cave-Chat"
"Macropygia rufipennis",2073,"species","ancdov1","Andaman Cuckoo-Dove","Columbiformes","Columbidae",NA,"Andaman Cuckoo-Dove"
"Orthorhyncus cristatus",4880,"species","anchum1","Antillean Crested Hummingbird","Apodiformes","Trochilidae",NA,"Antillean Crested Hummingbird"
"Orthorhyncus cristatus exilis",4881,"issf","anchum2","Antillean Crested Hummingbird (Lesser Antilles)","Apodiformes","Trochilidae","anchum1","Antillean Crested Hummingbird (Lesser Antilles)"
"Orthorhyncus cristatus ornatus",4882,"issf","anchum3","Antillean Crested Hummingbird (St. Vincent)","Apodiformes","Trochilidae","anchum1","Antillean Crested Hummingbird (St. Vincent)"
"Orthorhyncus cristatus cristatus",4883,"issf","anchum4","Antillean Crested Hummingbird (Barbados)","Apodiformes","Trochilidae","anchum1","Antillean Crested Hummingbird (Barbados)"
"Orthorhyncus cristatus emigrans",4884,"issf","anchum5","Antillean Crested Hummingbird (Grenadines and Grenada)","Apodiformes","Trochilidae","anchum1","Antillean Crested Hummingbird (Grenadines and Grenada)"
"Synthliboramphus antiquus",6368,"species","ancmur","Ancient Murrelet","Charadriiformes","Alcidae",NA,"אלקית בהירת-מקור"
"Anthreptes anchietae",29881,"species","ancsun1","Anchieta's Sunbird","Passeriformes","Nectariniidae",NA,"Anchieta's Sunbird"
"Scytalopus affinis",14262,"species","anctap1","Ancash Tapaculo","Passeriformes","Rhinocryptidae",NA,"Ancash Tapaculo"
"Recurvirostra andina",5722,"species","andavo1","Andean Avocet","Charadriiformes","Recurvirostridae",NA,"Andean Avocet"
"Microtarsus fuscoflavescens",24395,"species","andbul1","Andaman Bulbul","Passeriformes","Pycnonotidae",NA,"Andaman Bulbul"
"Vultur gryphus",7715,"species","andcon1","Andean Condor","Cathartiformes","Cathartidae",NA,"Andean Condor"
"Rupicola peruvianus",15737,"species","andcot1","Andean Cock-of-the-rock","Passeriformes","Cotingidae",NA,"Andean Cock-of-the-rock"
"Centropus andamanensis",3074,"species","andcou1","Andaman Coucal","Cuculiformes","Cuculidae",NA,"Andaman Coucal"
"Rallina canningi",5509,"species","andcra1","Andaman Crake","Gruiformes","Rallidae",NA,"Andaman Crake"
"Coracina dobsoni",18552,"species","andcus1","Andaman Cuckooshrike","Passeriformes","Campephagidae",NA,"Andaman Cuckooshrike"
"Dicrurus andamanensis",20308,"species","anddro1","Andaman Drongo","Passeriformes","Dicruridae",NA,"Andaman Drongo"
"Oxyura ferruginea",755,"species","andduc1","Andean Duck","Anseriformes","Anatidae",NA,"Andean Duck"
"Oxyura ferruginea andina",756,"issf","andduc2","Andean Duck (andina)","Anseriformes","Anatidae","andduc1","Andean Duck (andina)"
"Uranomitra franciae",5073,"species","andeme1","Andean Emerald","Apodiformes","Trochilidae",NA,"Andean Emerald"
"Phoenicoparrus andinus",6739,"species","andfla2","Andean Flamingo","Phoenicopteriformes","Phoenicopteridae",NA,"פלמינגו אנדים"
